base,variavel,n_linhas,n_na,pct_na,metodo,justificativa,impacto
desfechos_municipais,data,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,ibge6,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,internacoes_i60_i69,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,mun_nome,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,macro_regiao,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,internacoes_i60_i64,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,obitos_i60_i69,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,obitos_i60_i64,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,obitos_sih_i60_i69,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,obitos_sih_i60_i64,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,internacoes_i60_i62,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,obitos_i60_i62,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,internacoes_i63,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,obitos_i63,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,internacoes_influenza,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,obitos_influenza,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
desfechos_municipais,fonte_obitos,537648,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,auditoria de completude e impacto,sem NA observado nessa variavel
clima_macrorregional,data,52596,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,manter coerencia espacial entre exposicao e desfecho por macrorregiao,sem NA observado nessa variavel
clima_macrorregional,macro_regiao,52596,0,0,sem imputacao manual; NA preservado ou removido apenas por criterio explicito da etapa,manter coerencia espacial entre exposicao e desfecho por macrorregiao,sem NA observado nessa variavel
