ibge7,ibge6,mun_nome,ano,populacao,fonte_populacao,observacao_populacao
3303104,330310,Natividade,2013,15069,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2014,15040,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2015,15013,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2016,14986,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2017,14960,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2018,15324,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2019,15317,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2020,15311,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2021,15305,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2022,15074,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303104,330310,Natividade,2024,15550,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303104,330310,Natividade,2025,15551,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2011,157710,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2012,157986,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2013,158288,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2014,158299,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2015,158309,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2016,158319,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2017,158329,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2018,162269,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2019,162485,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2020,162693,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2021,162893,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2022,146774,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303203,330320,Nilópolis,2024,155544,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303203,330320,Nilópolis,2025,155500,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2011,489720,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2012,491807,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2013,494200,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2014,495470,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2015,496696,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2016,497883,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2017,499028,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2018,511786,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2019,513584,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2020,515317,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2021,516981,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2022,481749,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303302,330330,Niterói,2024,516720,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303302,330330,Niterói,2025,516787,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2011,182748,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2012,183391,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2013,184122,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2014,184460,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2015,184786,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2016,185102,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2017,185381,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2018,190084,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2019,190631,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2020,191158,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2021,191664,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2022,189939,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303401,330340,Nova Friburgo,2024,203328,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303401,330340,Nova Friburgo,2025,203417,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2011,799047,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2012,801746,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2013,804815,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2014,806177,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2015,807492,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2016,797435,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2017,798647,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2018,818875,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2019,821128,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2020,823302,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2021,825388,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2022,785867,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303500,330350,Nova Iguaçu,2024,843046,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303500,330350,Nova Iguaçu,2025,843220,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2011,47635,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2012,48129,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2013,48705,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2014,49120,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2015,49521,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2016,50071,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2017,50447,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2018,51815,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2019,52257,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2020,52683,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2021,53093,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2022,41375,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303609,330360,Paracambi,2024,43656,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303609,330360,Paracambi,2025,43627,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2011,41367,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2012,41639,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2013,41955,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2014,42159,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2015,42356,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2016,42737,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2017,42922,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2018,44045,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2019,44285,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2020,44518,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2021,44741,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2022,42063,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303708,330370,Paraíba do Sul,2024,44467,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303708,330370,Paraíba do Sul,2025,44479,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2011,38147,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2012,38740,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2013,39434,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2014,39965,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2015,40478,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2016,40975,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2017,41454,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2018,42630,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2019,43165,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2020,43680,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2021,44175,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2022,45243,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303807,330380,Paraty,2024,47614,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303807,330380,Paraty,2025,47668,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2011,26469,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2012,26575,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2013,26696,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2014,26758,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2015,26818,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2016,26939,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2017,26991,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2018,27678,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2019,27769,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2020,27858,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2021,27942,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2022,29619,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303856,330385,Paty do Alferes,2024,31345,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303856,330385,Paty do Alferes,2025,31370,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2011,296565,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2012,297192,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2013,297888,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2014,298017,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2015,298142,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2016,298158,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2017,298235,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2018,305687,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2019,306191,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2020,306678,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2021,307144,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2022,278881,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303906,330390,Petrópolis,2024,294983,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303906,330390,Petrópolis,2025,294926,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2011,22968,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2012,23208,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2013,23488,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2014,23691,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2015,23887,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2016,24076,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2017,24282,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2018,24941,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2019,25156,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2020,25364,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2021,25563,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2022,24298,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3303955,330395,Pinheiral,2024,25085,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3303955,330395,Pinheiral,2025,25096,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2011,26637,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2012,26948,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2013,27311,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2014,27579,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2015,27838,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2016,28088,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2017,28222,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2018,28999,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2019,29277,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2020,29545,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2021,29802,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2022,27474,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3304003,330400,Piraí,2024,29054,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304003,330400,Piraí,2025,29066,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2011,17899,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2012,18034,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2013,18188,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2014,18293,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2015,18059,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2016,18156,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2017,18248,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2018,18730,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2019,18847,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2020,18960,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2021,19068,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2022,17288,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3304102,330410,Porciúncula,2024,17832,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304102,330410,Porciúncula,2025,17832,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2011,16938,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2012,17272,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2013,17663,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2014,17970,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2015,18266,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2016,18552,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2017,18829,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2018,19381,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2019,19683,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2020,19974,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2021,20254,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2022,20373,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3304110,330411,Porto Real,2024,21064,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304110,330411,Porto Real,2025,21089,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2011,12952,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2012,13105,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2013,13283,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2014,13415,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2015,13543,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2016,13666,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2017,13785,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2018,14165,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2019,14302,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2020,14435,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2021,14562,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2022,13682,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3304128,330412,Quatis,2024,14158,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304128,330412,Quatis,2025,14165,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2011,139188,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2012,140374,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2013,141753,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2014,142709,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2015,143632,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2016,144525,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2017,145386,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2018,149265,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2019,150319,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2020,151335,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2021,152311,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2022,140523,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3304144,330414,Queimados,2024,149093,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304144,330414,Queimados,2025,149135,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2011,20747,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2012,21234,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2013,21806,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2014,22261,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2015,22700,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2016,23125,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2017,23535,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2018,24246,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2019,24700,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2020,25126,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2021,25535,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2022,22393,"SIDRA 4714 v93 - Censo Demografico 2022, Populacao residente",censo_2022_oficial_sidra
3304151,330415,Quissamã,2024,23126,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304151,330415,Quissamã,2025,23142,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304201,330420,Resende,2011,120938,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304201,330420,Resende,2012,122068,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304201,330420,Resende,2013,123385,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304201,330420,Resende,2014,124316,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304201,330420,Resende,2015,125214,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304201,330420,Resende,2016,126084,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
3304201,330420,Resende,2017,126923,SIDRA 6579 v9324 - Populacao residente estimada,estimativa_oficial_sidra
