modelo_id,macro_regiao,desfecho,exposicao,p_associacao,metodo_p,p_curva_auc,metodo_p_curva_auc,alerta_convergencia,avisos_modelo,cen,cen_mmt,cen_percentil_mmt,auc_rr_cumulativo,auc_excesso_rr_cumulativo,auc_protecao_rr_cumulativo,rr_cumulativo_max,exposicao_rr_max,p_associacao_fdr,p_curva_fdr,classe_fdr,interpretacao
baia_da_ilha_grande_obitos_i63_ur_med,Baia da Ilha Grande,obitos_i63,ur_med,0.99999999967829,Quasi-Poisson F test: modelo completo vs. modelo sem crossbasis + Wald global para coeficientes da crossbasis quando a comparacao reduzida nao foi estimavel | NW-HAC(lag=21): p=0.9999,0.9889230551905465,Menor p ponto-a-ponto da curva cumulativa usada para calcular a AUC,TRUE,glm.fit: algoritmo não convergiu,80.44333069620252,80.44333069620252,43.7,3173353201039834e290,3173353201039834e290,0,Inf,62.48496323529412,1,0.9968344396320709,cautela_convergencia,Modelo prioritario por AUC de excesso cumulativo associada a umidade relativa e RR maximo; sem excesso cumulativo claro de RR .
baia_da_ilha_grande_obitos_i63_temp_med,Baia da Ilha Grande,obitos_i63,temp_med,0,Quasi-Poisson F test: modelo completo vs. modelo sem crossbasis + Wald global para coeficientes da crossbasis quando a comparacao reduzida nao foi estimavel | NW-HAC(lag=21): p=0,0,Menor p ponto-a-ponto da curva cumulativa usada para calcular a AUC,TRUE,glm.fit: algoritmo não convergiu,23.351148470464132,23.351148470464132,55.6,380509284841409e274,380509284841409e274,0,47131423979132125e273,16.731,0,0,cautela_convergencia,Modelo prioritario por AUC de excesso cumulativo associada a temperatura e RR maximo; associacao relativa maxima elevada .
noroeste_obitos_i63_ur_med,Noroeste,obitos_i63,ur_med,2.495554160837352e-182,Quasi-Poisson F test: modelo completo vs. modelo sem crossbasis + Wald global para coeficientes da crossbasis quando a comparacao reduzida nao foi estimavel | NW-HAC(lag=21): p=1,0.45945327641360695,Menor p ponto-a-ponto da curva cumulativa usada para calcular a AUC,TRUE,glm.fit: algoritmo não convergiu | fitting to calculate the null deviance did not converge -- increase 'maxit'? | Binomial negativa rejeitada por instabilidade numerica; mantido Quasi-Poisson. | tamanho do passo truncado devido a divergência,84.74810126582278,84.74810126582278,87.8,1920019474497123.8,1920019474497084.3,0,5904170380311171,55.11958333333334,1.5721991213275319e-180,0.47843894899268163,cautela_convergencia,Modelo prioritario por AUC de excesso cumulativo associada a umidade relativa e RR maximo; associacao relativa maxima elevada .
baixada_litoranea_obitos_i63_temp_med,Baixada Litoranea,obitos_i63,temp_med,1,Quasi-Poisson F test: modelo completo vs. modelo sem crossbasis + Wald global para coeficientes da crossbasis quando a comparacao reduzida nao foi estimavel | NW-HAC(lag=21): p=1,1,Menor p ponto-a-ponto da curva cumulativa usada para calcular a AUC,TRUE,glm.fit: algoritmo não convergiu | fitting to calculate the null deviance did not converge -- increase 'maxit'? | Binomial negativa rejeitada por instabilidade numerica; mantido Quasi-Poisson.,21.075809257880366,21.075809257880366,18,2692639.777781083,2692629.628126671,0,12227719.28785444,27.885071078431366,1,1,cautela_convergencia,Modelo prioritario por AUC de excesso cumulativo associada a temperatura e RR maximo; associacao relativa maxima elevada .
serrana_obitos_i63_ur_med,Serrana,obitos_i63,ur_med,0.0018275173916783539,Quasi-Poisson F test: modelo completo vs. modelo sem crossbasis + Wald global para coeficientes da crossbasis quando a comparacao reduzida nao foi estimavel | NW-HAC(lag=21): p=0.1654,0.004254546820473948,Menor p ponto-a-ponto da curva cumulativa usada para calcular a AUC,TRUE,glm.fit: algoritmo não convergiu | tamanho do passo truncado devido a divergência,83.47669919127988,83.47669919127988,51.4,2157.8106825390905,2120.1511686502017,0,2025.7437623877743,96.82437499999999,0.014391699459467036,0.026803644968985872,cautela_convergencia,Modelo prioritario por AUC de excesso cumulativo associada a umidade relativa e RR maximo; associacao relativa maxima elevada .
