modelo_id,macro_regiao,desfecho,exposicao,faixa_extrema,criterio,dias,eventos_observados,n_associado_estimado,fracao_associada_estimativa,observacao
baixada_litoranea_internacoes_i60_i64_ur_med,Baixada Litoranea,internacoes_i60_i64,ur_med,alto_p95,>= 89.233,293,358,76.96867216886541,0.2149962909744844,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_internacoes_i60_i64_ur_med,Baixada Litoranea,internacoes_i60_i64,ur_med,alto_p99,>= 92.538,59,59,17.124973495154133,0.2902537880534599,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i64_temp_med,Baixada Litoranea,obitos_i60_i64,temp_med,baixo_p05,<= 19.771,293,196,64.57010617986612,0.3294393172442149,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i64_temp_med,Baixada Litoranea,obitos_i60_i64,temp_med,alto_p95,>= 26.987,294,165,8.208046558522389,0.04974573671831751,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i64_temp_med,Baixada Litoranea,obitos_i60_i64,temp_med,alto_p99,>= 27.919,59,30,0,0,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i64_ur_med,Baixada Litoranea,obitos_i60_i64,ur_med,baixo_p05,<= 67.422,293,177,61.29170904343661,0.34628084205331416,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i64_ur_med,Baixada Litoranea,obitos_i60_i64,ur_med,alto_p95,>= 89.233,293,192,85.94376140012838,0.44762375729233533,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i64_ur_med,Baixada Litoranea,obitos_i60_i64,ur_med,alto_p99,>= 92.538,59,44,24.599617161703478,0.5590822082205336,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_internacoes_i60_i62_temp_med,Baixada Litoranea,internacoes_i60_i62,temp_med,baixo_p05,<= 19.771,293,82,24.203024620939054,0.2951588368407202,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_internacoes_i60_i62_temp_med,Baixada Litoranea,internacoes_i60_i62,temp_med,alto_p95,>= 26.987,294,87,4.495503994864204,0.0516724597110828,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_internacoes_i60_i62_temp_med,Baixada Litoranea,internacoes_i60_i62,temp_med,alto_p99,>= 27.919,59,24,0,0,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_internacoes_i60_i62_ur_med,Baixada Litoranea,internacoes_i60_i62,ur_med,baixo_p05,<= 67.422,293,104,15.432913375369164,0.14839339784008812,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_internacoes_i60_i62_ur_med,Baixada Litoranea,internacoes_i60_i62,ur_med,alto_p95,>= 89.233,293,68,22.304522566345284,0.32800768479919534,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_internacoes_i60_i62_ur_med,Baixada Litoranea,internacoes_i60_i62,ur_med,alto_p99,>= 92.538,59,12,5.313921620263784,0.4428268016886487,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i62_temp_med,Baixada Litoranea,obitos_i60_i62,temp_med,baixo_p05,<= 19.771,293,81,54.14577690144971,0.6684663814993791,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i62_temp_med,Baixada Litoranea,obitos_i60_i62,temp_med,alto_p95,>= 26.987,294,66,2.778911098124559,0.04210471360794787,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i62_temp_med,Baixada Litoranea,obitos_i60_i62,temp_med,alto_p99,>= 27.919,59,6,0,0,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i62_ur_med,Baixada Litoranea,obitos_i60_i62,ur_med,baixo_p05,<= 67.422,293,64,21.307474954427462,0.3329292961629291,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i62_ur_med,Baixada Litoranea,obitos_i60_i62,ur_med,alto_p95,>= 89.233,293,74,41.415398053988795,0.5596675412701189,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i60_i62_ur_med,Baixada Litoranea,obitos_i60_i62,ur_med,alto_p99,>= 92.538,59,17,11.735891531155996,0.6903465606562351,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i63_ur_med,Baixada Litoranea,obitos_i63,ur_med,baixo_p05,<= 67.422,293,1,0.9999999999988329,0.9999999999988329,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i63_ur_med,Baixada Litoranea,obitos_i63,ur_med,alto_p95,>= 89.233,293,3,2.999698544385986,0.9998995147953287,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
baixada_litoranea_obitos_i63_ur_med,Baixada Litoranea,obitos_i63,ur_med,alto_p99,>= 92.538,59,0,0,,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i69_temp_med,Centro-Sul,internacoes_i60_i69,temp_med,baixo_p05,<= 10.321,293,489,88.02206114695689,0.1800042150244517,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i69_temp_med,Centro-Sul,internacoes_i60_i69,temp_med,alto_p95,>= 26.454,294,582,91.36511235876917,0.15698472913877864,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i69_temp_med,Centro-Sul,internacoes_i60_i69,temp_med,alto_p99,>= 27.863,60,139,28.151429437105005,0.20252826933169069,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i69_ur_med,Centro-Sul,internacoes_i60_i69,ur_med,baixo_p05,<= 63.256,293,511,123.95254758240105,0.24256858626692965,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
centro_sul_internacoes_i60_i69_ur_med,Centro-Sul,internacoes_i60_i69,ur_med,alto_p95,>= 96.994,293,468,16.965844129811853,0.03625180369617917,Estimativa descritiva baseada no RR cumulativo do DLNM; nao deve ser interpretada como causalidade individual.
