data,temp_med,ur_med,n_macros
2018-11-27,22.24422839506173,81.03558641975309,9
2018-11-28,23.487916666666667,79.28387681159421,9
2018-11-29,24.32949294532628,74.5982167255718,9
2018-11-30,25.21013888888889,76.12606621773288,9
2018-12-01,24.184151234567903,81.9770342312009,9
2018-12-02,24.138194444444444,82.7233024691358,9
2018-12-03,22.729413580246913,81.56496913580247,9
2018-12-04,23.55606548577563,78.22096886741815,9
2018-12-05,25.144984567901233,76.78331259454448,9
2018-12-06,24.060216049382717,78.32350184034966,9
2018-12-07,22.05726851851852,82.96543209876543,9
2018-12-08,19.668966049382718,83.7016975308642,9
2018-12-09,20.059212962962963,73.6616739288308,9
2018-12-10,22.92891975308642,70.28268881626725,9
2018-12-11,24.668734567901236,72.09677651253737,9
2018-12-12,26.229938271604937,70.5914653784219,9
2018-12-13,26.609768518518518,69.81633409255959,9
2018-12-14,26.352870370370372,70.32521604938272,9
2018-12-15,26.9975,73.395,9
2018-12-16,26.983329978529255,73.5498375568551,9
2018-12-17,27.09580582393988,72.13906439811284,9
2018-12-18,27.80199074074074,69.75121082621082,9
2018-12-19,27.038765432098767,74.75733024691358,9
2018-12-20,27.183518518518518,75.30694444444444,9
2018-12-21,26.562435587761676,77.59413580246914,9
2018-12-22,27.079027777777778,73.42399691358024,9
2018-12-23,26.658503086419753,76.8707561728395,9
2018-12-24,24.80479938271605,85.5559413580247,9
2018-12-25,23.47966049382716,84.00652356902357,9
2018-12-26,22.630663580246914,86.6971450617284,9
2018-12-27,22.729413580246913,86.30334632878493,9
2018-12-28,24.288275630703165,83.8148349436393,9
2018-12-29,25.101203703703703,79.35270933977455,9
2018-12-30,25.51807098765432,79.64515474796272,9
2018-12-31,25.56570987654321,79.38909932659932,9
2019-01-01,25.833873456790123,79.55351631393299,9
2019-01-02,26.705787037037037,79.13083735909822,9
2019-01-03,27.835509259259258,74.87361923326836,9
2019-01-04,27.42887345679012,74.5516975308642,9
2019-01-05,25.37516975308642,80.04960317460318,9
2019-01-06,26.17324074074074,76.58674463937622,9
2019-01-07,27.349475308641974,72.59405864197531,9
2019-01-08,27.799475308641973,71.58256172839506,9
2019-01-09,26.896944444444443,71.73587627482556,9
2019-01-10,26.740879629629628,68.73572530864197,9
2019-01-11,26.772546296296298,72.42622785829307,9
2019-01-12,26.409336419753085,74.87833193041527,9
2019-01-13,26.429929453262787,72.16453222703223,9
2019-01-14,26.851666666666667,72.75437801932368,9
2019-01-15,27.370632716049382,71.55806878306879,9
2019-01-16,27.68547839506173,71.66543209876544,9
2019-01-17,27.84256172839506,67.85266554433221,9
2019-01-18,27.60902777777778,73.23637508122157,9
2019-01-19,27.81131172839506,72.87536460453127,9
2019-01-20,27.590895061728396,73.26712324793465,9
2019-01-21,27.89061728395062,72.94791666666667,9
2019-01-22,27.53006172839506,74.31359805318138,9
2019-01-23,27.43722222222222,73.00467873176207,9
2019-01-24,27.600895061728394,71.1276455026455,9
2019-01-25,25.483734567901234,79.8667017396184,9
2019-01-26,24.723007246376813,76.64071725711219,9
2019-01-27,26.933858024691357,69.66888846191382,9
2019-01-28,27.632037037037037,68.42936460010736,9
2019-01-29,28.057854938271603,68.46566358024691,9
2019-01-30,28.117824074074075,66.39109347442681,9
2019-01-31,27.62141975308642,65.72442680776014,9
2019-02-01,27.632746913580245,65.28331320450886,9
2019-02-02,28.197515432098765,67.52234299516908,9
2019-02-03,27.93337962962963,69.50231481481481,9
2019-02-04,25.27996913580247,79.61337081128748,9
2019-02-05,23.31483024691358,85.44791666666667,9
2019-02-06,22.996388888888887,83.74305555555556,9
2019-02-07,22.861913580246913,87.13450172954173,9
2019-02-08,24.759922839506174,77.94723324514992,9
2019-02-09,25.428564814814816,76.20085164097846,9
2019-02-10,27.000833333333333,72.83195176401698,9
2019-02-11,28.04074074074074,70.95558910359635,9
2019-02-12,27.399274691358023,73.46172839506173,9
2019-02-13,23.730725308641976,86.63233024691358,9
2019-02-14,22.88719135802469,79.5353835978836,9
2019-02-15,23.392623456790123,80.8912037037037,9
2019-02-16,24.17553341384863,86.9778720172742,9
2019-02-17,25.497345679012348,82.93368258609486,9
2019-02-18,25.340324074074076,83.93659222948439,9
2019-02-19,25.810277777777777,82.42969768422667,9
2019-02-20,26.27878086419753,79.42732884399551,9
2019-02-21,25.158626543209877,84.22785589678706,9
2019-02-22,26.475617283950616,78.54668209876543,9
2019-02-23,27.388564814814814,77.85983831877552,9
2019-02-24,28.21828636607622,73.01516371443907,9
2019-02-25,28.002679573512907,74.70024716627977,9
2019-02-26,25.648518518518518,81.1604938271605,9
2019-02-27,25.483858024691358,81.0025462962963,9
2019-02-28,25.838703703703704,82.42592592592592,9
2019-03-01,25.770108024691357,81.87504516082414,9
2019-03-02,24.452052469135804,86.37467355175689,9
2019-03-03,25.372746913580247,81.65393518518519,9
2019-03-04,25.131774691358025,81.95860890652557,9
2019-03-05,25.811126543209877,80.5793534762833,9
2019-03-06,26.39527777777778,78.96561325818573,9
2019-03-07,27.38225308641975,73.5222547108512,9
2019-03-08,27.333595679012344,74.7516835016835,9
2019-03-09,27.34337962962963,76.38464506172839,9
2019-03-10,26.572376543209877,78.65422705314009,9
2019-03-11,25.510833333333334,83.0636574074074,9
2019-03-12,25.653626543209878,80.43253968253968,9
2019-03-13,26.709953703703704,78.08778021442495,9
2019-03-14,26.543287037037036,79.99656285072952,9
2019-03-15,25.795632716049383,83.15040204678363,9
2019-03-16,25.431836419753086,84.90616096866097,9
2019-03-17,25.952391975308643,84.17441429067601,9
2019-03-18,26.64006172839506,81.68672839506172,9
2019-03-19,27.03527777777778,80.57697597960279,9
