modelo_id,macro_regiao,desfecho,exposicao,percentil,valor_exposicao,rr_cumulativo,ic95_inf,ic95_sup,p_ponto,p_fdr
metropolitana_i_obitos_i60_i64_ur_med,Metropolitana I,obitos_i60_i64,ur_med,5%,62.48234126984127,1.0678465302776525,0.9298485883195479,1.2263246151578306,0.35248776008523125,0.4990276154015633
metropolitana_i_obitos_i60_i64_ur_med,Metropolitana I,obitos_i60_i64,ur_med,50%,77.30376984126984,1.1345124610750281,0.9645286584878767,1.3344533757580364,0.12754012709890875,0.44907782626097853
metropolitana_i_obitos_i60_i64_ur_med,Metropolitana I,obitos_i60_i64,ur_med,95%,88.96423611111112,1.1461762115833545,0.9631699778784025,1.363954377910878,0.12425241267213037,0.3390972492239655
metropolitana_i_obitos_i60_i64_ur_med,Metropolitana I,obitos_i60_i64,ur_med,99%,92.29516666666665,1.2143455773960399,0.9787421612386954,1.5066635930703383,0.07761176436902494,0.2896800196993235
metropolitana_i_internacoes_i60_i62_temp_med,Metropolitana I,internacoes_i60_i62,temp_med,5%,18.95347644927536,1.4102350393289311,1.0690217736901824,1.8603576794193937,0.015007326498733538,0.09004395899240122
metropolitana_i_internacoes_i60_i62_temp_med,Metropolitana I,internacoes_i60_i62,temp_med,50%,23.440486111111113,1.354302499270903,1.0711516397978353,1.7123021534818181,0.01126652118126042,0.15522762516403246
metropolitana_i_internacoes_i60_i62_temp_med,Metropolitana I,internacoes_i60_i62,temp_med,95%,28.231291666666664,1.1282171621515447,0.9813977421596755,1.2970011141172828,0.08988901180015499,0.2831503871704882
metropolitana_i_internacoes_i60_i62_temp_med,Metropolitana I,internacoes_i60_i62,temp_med,99%,29.540993538647342,1,1,1,,
metropolitana_i_internacoes_i60_i62_ur_med,Metropolitana I,internacoes_i60_i62,ur_med,5%,62.48234126984127,1.0606871795446509,0.8147393671903428,1.3808799944578425,0.6615813639108934,0.7442790343997551
metropolitana_i_internacoes_i60_i62_ur_med,Metropolitana I,internacoes_i60_i62,ur_med,50%,77.30376984126984,1.0785354800433014,0.7885163549423084,1.4752246727936829,0.6361340440047634,0.7809962520454521
metropolitana_i_internacoes_i60_i62_ur_med,Metropolitana I,internacoes_i60_i62,ur_med,95%,88.96423611111112,1.1017656706039274,0.7890035108116897,1.5385072135769473,0.5694379185632967,0.696593958630829
metropolitana_i_internacoes_i60_i62_ur_med,Metropolitana I,internacoes_i60_i62,ur_med,99%,92.29516666666665,1.0823380588529439,0.7181836552852345,1.6311366389650044,0.705355764295301,0.89882135154156
metropolitana_i_internacoes_i63_temp_med,Metropolitana I,internacoes_i63,temp_med,5%,18.95347644927536,1.5371639258128649,1.0500833731964445,2.250176505154876,0.02701396456627988,0.1361503814140506
metropolitana_i_internacoes_i63_temp_med,Metropolitana I,internacoes_i63,temp_med,50%,23.440486111111113,1.2816236620909132,0.9276882699990665,1.7705939207714416,0.13238405312440968,0.44907782626097853
metropolitana_i_internacoes_i63_temp_med,Metropolitana I,internacoes_i63,temp_med,95%,28.231291666666664,1.1043541032478303,0.9114273869818417,1.3381186507890372,0.3109426601640432,0.49593386304644865
metropolitana_i_internacoes_i63_temp_med,Metropolitana I,internacoes_i63,temp_med,99%,29.540993538647342,1,1,1,,
metropolitana_i_internacoes_i63_ur_med,Metropolitana I,internacoes_i63,ur_med,5%,62.48234126984127,1.0768563914613372,0.869276820693498,1.334005072062088,0.4979467887249404,0.591899013012665
metropolitana_i_internacoes_i63_ur_med,Metropolitana I,internacoes_i63,ur_med,50%,77.30376984126984,1.066180928042533,0.8501619343885962,1.337088530244697,0.5790696588827886,0.7479649760569353
metropolitana_i_internacoes_i63_ur_med,Metropolitana I,internacoes_i63,ur_med,95%,88.96423611111112,1.0008152846137068,0.9179427734501238,1.091169583645988,0.9852563450406814,1
metropolitana_i_internacoes_i63_ur_med,Metropolitana I,internacoes_i63,ur_med,99%,92.29516666666665,1.009906653510396,0.7164515753109414,1.423559503462496,0.9551185855719491,1
metropolitana_i_obitos_i63_temp_med,Metropolitana I,obitos_i63,temp_med,5%,18.95347644927536,1.508344284431454,0.6505088480197692,3.4974197311884905,0.3381350682353732,0.48952737507805183
metropolitana_i_obitos_i63_temp_med,Metropolitana I,obitos_i63,temp_med,50%,23.440486111111113,1.6729430812508082,0.498837550673152,5.610520998926833,0.4045709233910057,0.6967610347289543
metropolitana_i_obitos_i63_temp_med,Metropolitana I,obitos_i63,temp_med,95%,28.231291666666664,2.15136694090195,0.49757010909597177,9.301964948849227,0.30510227539742685,0.49593386304644865
metropolitana_i_obitos_i63_temp_med,Metropolitana I,obitos_i63,temp_med,99%,29.540993538647342,1.6622686920809593,0.28839238606183687,9.581172521247053,0.5696075309847781,0.8388765456321278
metropolitana_i_obitos_i63_ur_med,Metropolitana I,obitos_i63,ur_med,5%,62.48234126984127,1.442775494711493,0.6082870827139741,3.4220702482330925,0.4054859741841121,0.5382503073062936
metropolitana_i_obitos_i63_ur_med,Metropolitana I,obitos_i63,ur_med,50%,77.30376984126984,1.822987701184759,0.7366610989228268,4.511279560615216,0.19398801823946427,0.5156176675853763
metropolitana_i_obitos_i63_ur_med,Metropolitana I,obitos_i63,ur_med,95%,88.96423611111112,1.7396262683101715,0.6932385041845023,4.365452200256518,0.23821075866421507,0.4435493880172334
metropolitana_i_obitos_i63_ur_med,Metropolitana I,obitos_i63,ur_med,99%,92.29516666666665,3.670808248289215,0.5159708167356577,26.115494827707607,0.19394908502679756,0.39274689717926503
metropolitana_ii_internacoes_i60_i69_temp_med,Metropolitana II,internacoes_i60_i69,temp_med,5%,14.392291666666667,1.151960364006356,0.8973120231526724,1.478875403429062,0.2670508073679951,0.41830033880911716
metropolitana_ii_internacoes_i60_i69_temp_med,Metropolitana II,internacoes_i60_i69,temp_med,50%,21.99375,1.1526212399424314,0.9629564594904269,1.379642568127594,0.12151206689741853,0.44907782626097853
metropolitana_ii_internacoes_i60_i69_temp_med,Metropolitana II,internacoes_i60_i69,temp_med,95%,28.229166666666668,1.0535433013543942,0.9694925014828699,1.1448809414523646,0.21885158871182617,0.4248299933379497
metropolitana_ii_internacoes_i60_i69_temp_med,Metropolitana II,internacoes_i60_i69,temp_med,99%,29.649958333333323,1,1,1,,
metropolitana_ii_internacoes_i60_i69_ur_med,Metropolitana II,internacoes_i60_i69,ur_med,5%,65.04479166666667,1.308410821210046,1.0126938478537209,1.69048017886925,0.03973794037754685,0.1615154995990614
metropolitana_ii_internacoes_i60_i69_ur_med,Metropolitana II,internacoes_i60_i69,ur_med,50%,79.55208333333334,1.1516342727462894,0.9200434880156451,1.4415204448915375,0.21777022343250624,0.5156176675853763
metropolitana_ii_internacoes_i60_i69_ur_med,Metropolitana II,internacoes_i60_i69,ur_med,95%,94.58333333333333,1.0733241600977663,0.9539761948211467,1.2076032493300939,0.23937586019977677,0.4435493880172334
metropolitana_ii_internacoes_i60_i69_ur_med,Metropolitana II,internacoes_i60_i69,ur_med,99%,97.54166666666667,1,1,1,,
