Macroregiao;Ano;Mes;PM25;N_Municipios
Serrana;2020;2;9.6702;16
Serrana;2020;3;10.025;16
Serrana;2020;4;9.9103;16
Serrana;2020;5;9.7411;16
Serrana;2020;6;10.9189;16
Serrana;2020;7;11.8293;16
Serrana;2020;8;22.1044;16
Serrana;2020;9;36.7094;16
Serrana;2020;10;18.2447;16
Serrana;2020;11;11.5636;16
Serrana;2020;12;10.5435;16
Serrana;2021;1;9.3714;16
Serrana;2021;2;9.9765;16
Serrana;2021;3;10.3426;16
Serrana;2021;4;10.2242;16
Serrana;2021;5;10.0497;16
Serrana;2021;6;11.2648;16
Serrana;2021;7;12.2041;16
Serrana;2021;8;22.8047;16
Serrana;2021;9;37.8724;16
Serrana;2021;10;18.8226;16
Serrana;2021;11;11.9299;16
Serrana;2021;12;10.8776;16
Serrana;2022;1;9.5353;16
Serrana;2022;2;10.151;16
Serrana;2022;3;10.5235;16
Serrana;2022;4;10.4031;16
Serrana;2022;5;10.2255;16
Serrana;2022;6;11.4619;16
Serrana;2022;7;12.4176;16
Serrana;2022;8;23.2036;16
Serrana;2022;9;38.5349;16
Serrana;2022;10;19.1519;16
Serrana;2022;11;12.1386;16
Serrana;2022;12;11.0678;16
Serrana;2023;1;8.5639;16
Serrana;2023;2;9.1169;16
Serrana;2023;3;9.4514;16
Serrana;2023;4;9.3432;16
Serrana;2023;5;9.1838;16
Serrana;2023;6;10.2942;16
Serrana;2023;7;11.1525;16
Serrana;2023;8;20.8396;16
Serrana;2023;9;34.609;16
Serrana;2023;10;17.2008;16
Serrana;2023;11;10.9019;16
Serrana;2023;12;9.9403;16
Serrana;2024;1;11.4012;16
Serrana;2024;2;12.1374;16
Serrana;2024;3;12.5827;16
Serrana;2024;4;12.4387;16
Serrana;2024;5;12.2265;16
Serrana;2024;6;13.7047;16
Serrana;2024;7;14.8474;16
Serrana;2024;8;27.7441;16
Serrana;2024;9;46.0754;16
Serrana;2024;10;22.8996;16
Serrana;2024;11;14.5139;16
Serrana;2024;12;13.2336;16
Serrana;2025;1;10.7394;16
Serrana;2025;2;11.4328;16
Serrana;2025;3;11.8523;16
Serrana;2025;4;11.7167;16
Serrana;2025;5;11.5167;16
Serrana;2025;6;12.9092;16
Serrana;2025;7;13.9856;16
Serrana;2025;8;26.1336;16
Serrana;2025;9;43.4008;16
Serrana;2025;10;21.5703;16
Serrana;2025;11;13.6714;16
Serrana;2025;12;12.4654;16
