Municipio;Macroregiao;Ano;Mes;PM25;Fonte;Metodo
São Gonçalo;Metropolitana II;2022;6;16.5533;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2022;7;17.9335;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2022;8;33.5107;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2022;9;55.6523;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2022;10;27.6593;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2022;11;17.5306;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2022;12;15.9842;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;1;12.368;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;2;13.1666;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;3;13.6497;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;4;13.4935;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;5;13.2633;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;6;14.8669;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;7;16.1065;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;8;30.0967;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;9;49.9825;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;10;24.8414;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;11;15.7447;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2023;12;14.3558;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;1;16.4657;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;2;17.5289;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;3;18.1721;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;4;17.9641;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;5;17.6575;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;6;19.7925;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;7;21.4428;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;8;40.0682;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;9;66.5424;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;10;33.0717;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;11;20.9611;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2024;12;19.112;Monitorado;Observado + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;1;15.5099;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;2;16.5113;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;3;17.1172;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;4;16.9213;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;5;16.6325;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;6;18.6435;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;7;20.198;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;8;37.7423;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;9;62.6797;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;10;31.1519;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;11;19.7443;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São Gonçalo;Metropolitana II;2025;12;18.0026;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;1;17.6613;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;2;18.8017;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;3;19.4916;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;4;19.2685;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;5;18.9397;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;6;21.2296;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;7;22.9998;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;8;42.9776;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;9;71.3741;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;10;35.4731;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;11;22.4831;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2010;12;20.4998;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;1;13.7508;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;2;14.6387;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;3;15.1758;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;4;15.0022;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;5;14.7462;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;6;16.5291;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;7;17.9073;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;8;33.4617;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;9;55.5709;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;10;27.6188;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;11;17.505;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2011;12;15.9608;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;1;14.2429;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;2;15.1625;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;3;15.7189;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;4;15.539;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;5;15.2738;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;6;17.1205;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;7;18.5481;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;8;34.6591;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;9;57.5594;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;10;28.6071;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;11;18.1314;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2012;12;16.532;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;1;12.6415;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;2;13.4577;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;3;13.9516;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;4;13.7919;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;5;13.5565;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;6;15.1956;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;7;16.4626;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;8;30.7622;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;9;51.0878;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;10;25.3907;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;11;16.0928;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2013;12;14.6732;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;1;14.2738;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;2;15.1954;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;3;15.753;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;4;15.5727;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;5;15.307;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;6;17.1577;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;7;18.5883;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;8;34.7343;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;9;57.6843;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;10;28.6692;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;11;18.1707;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2014;12;16.5678;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;1;15.3833;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;2;16.3766;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;3;16.9776;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;4;16.7833;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;5;16.4969;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;6;18.4914;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;7;20.0333;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;8;37.4344;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;9;62.1684;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;10;30.8978;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;11;19.5832;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2015;12;17.8557;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;1;15.0338;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;2;16.0046;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;3;16.5918;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;4;16.402;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;5;16.1221;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;6;18.0713;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;7;19.5781;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;8;36.5839;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;9;60.7559;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;10;30.1958;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;11;19.1383;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2016;12;17.4501;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;1;14.6079;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;2;15.5511;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;3;16.1218;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;4;15.9373;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;5;15.6653;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;6;17.5593;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;7;19.0234;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;8;35.5474;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;9;59.0346;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;10;29.3403;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;11;18.5961;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2017;12;16.9557;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;1;13.8968;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;2;14.7941;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;3;15.3369;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;4;15.1614;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;5;14.9027;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;6;16.7045;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;7;18.0974;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;8;33.8169;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;9;56.1608;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;10;27.912;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;11;17.6908;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2018;12;16.1303;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;1;15.1827;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;2;16.1631;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;3;16.7561;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;4;16.5644;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;5;16.2817;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;6;18.2503;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;7;19.772;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;8;36.9462;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;9;61.3576;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;10;30.4949;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;11;19.3278;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2019;12;17.6229;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;1;15.5024;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;2;16.5034;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;3;17.1089;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;4;16.9132;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;5;16.6245;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;6;18.6346;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;7;20.1883;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;8;37.7241;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;9;62.6495;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;10;31.1369;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;11;19.7348;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2020;12;17.9939;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;1;15.9935;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;2;17.0262;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;3;17.6509;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;4;17.4489;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;5;17.1512;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;6;19.2249;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;7;20.8278;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;8;38.9191;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;9;64.6341;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;10;32.1233;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;11;20.36;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2021;12;18.564;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;1;16.2733;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;2;17.324;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;3;17.9597;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;4;17.7542;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;5;17.4512;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;6;19.5612;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;7;21.1922;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;8;39.5999;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;9;65.7648;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;10;32.6852;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;11;20.7161;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2022;12;18.8887;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;1;14.6154;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;2;15.5591;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;3;16.13;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;4;15.9454;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;5;15.6733;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;6;17.5683;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;7;19.0332;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;8;35.5656;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;9;59.0648;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;10;29.3553;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;11;18.6056;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2023;12;16.9644;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;1;19.4576;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;2;20.714;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;3;21.4741;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;4;21.2283;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;5;20.8661;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;6;23.3889;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;7;25.3391;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;8;47.3489;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;9;78.6337;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;10;39.0811;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;11;24.7699;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2024;12;22.5849;Monitorado;Observado + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;1;18.3281;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;2;19.5116;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;3;20.2275;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;4;19.9961;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;5;19.6548;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;6;22.0312;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;7;23.8682;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;8;44.6004;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;9;74.0691;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;10;36.8125;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;11;23.332;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
São João de Meriti;Metropolitana I;2025;12;21.2738;Monitorado;Extrapolado (regressão linear) + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;1;17.8671;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;2;19.0208;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;3;19.7188;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;4;19.4931;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;5;19.1605;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;6;21.4771;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;7;23.2678;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;8;43.4785;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;9;72.2061;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;10;35.8866;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;11;22.7451;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2010;12;20.7387;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;1;13.9111;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;2;14.8093;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;3;15.3527;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;4;15.177;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;5;14.918;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;6;16.7217;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;7;18.116;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;8;33.8517;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;9;56.2186;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;10;27.9408;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;11;17.709;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2011;12;16.1469;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2012;1;14.4089;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2012;2;15.3393;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2012;3;15.9021;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2012;4;15.7201;Monitorado;Observado + sazonal (perfil nacional 2024)
Belford Roxo;Metropolitana I;2012;5;15.4519;Monitorado;Observado + sazonal (perfil nacional 2024)
