modelo_id,arquivo
baixada_litoranea_internacoes_i60_i69_temp_med,01_DLNMs_RJ_cerebrovascular/outputs/figures/diagnosticos_residuos/diagnostico_residuos_baixada_litoranea_internacoes_i60_i69_temp_med.png
